Familia;Vivienda1;Vivienda2;Vivienda3;Vivienda4
1358;18;10;26;15
1359;11;7;20;16
1360;12;8;21;16
1361;14;10;21;14
1362;12;9;24;15
1363;13;7;23;16
1364;15;13;24;12
1365;19;12;24;13
1366;15;8;24;17
1367;15;10;21;11
1368;15;9;25;17
1369;18;12;21;14
1370;17;11;25;15
1371;13;7;22;13
1372;18;10;25;16
1373;18;12;27;17
1374;19;9;24;11
1375;14;8;24;11
1376;18;13;26;15
1377;18;11;25;14
1378;18;12;25;11
1379;17;11;18;12
1380;15;11;24;17
1381;15;8;28;16
1382;19;10;21;17
1383;12;11;28;16
1384;18;10;25;14
1385;19;12;24;12
1386;17;7;23;14
1387;12;13;21;11
1388;18;13;24;12
1389;13;11;21;13
1390;19;11;23;15
1391;14;11;27;17
1392;19;12;24;14
1393;12;7;21;14
1394;16;12;25;16
1395;12;11;23;11
1396;18;7;26;17
1397;19;11;19;13
1398;17;12;18;11
1399;14;11;20;12
1400;18;13;25;16
1401;12;11;24;12
1402;12;12;22;11
1403;19;12;23;11
1404;18;12;26;11
1405;15;9;26;13
1406;12;12;28;11
1407;14;10;25;16
1408;14;13;21;14
1409;15;13;24;15
1410;16;13;18;11
1411;14;13;27;14
1412;12;12;27;12
1413;18;13;20;11
1414;13;13;24;13
1415;18;8;19;16
1416;14;12;18;13
1417;11;10;19;17
1418;11;13;27;11
1419;15;10;20;12
1420;11;9;28;12
1421;15;12;26;15
1422;19;13;25;16
1423;12;7;22;13
1424;12;9;28;14
1425;16;12;25;11
1426;13;10;28;15
1427;11;12;22;16
1428;13;7;26;12
1429;19;9;24;13
1430;14;13;21;12
1431;12;8;27;15
1432;14;12;21;13
1433;18;9;22;13
1434;17;7;24;14
1435;19;13;26;12
1436;11;12;20;17
1437;11;10;19;11
1438;15;9;26;11
1439;14;11;20;12
1440;12;7;24;15
1441;19;11;25;17
1442;16;7;25;16
1443;14;12;25;13
1444;11;10;21;13
1445;13;10;26;15
1446;19;10;18;11
1447;18;13;25;13
1448;17;7;21;15
1449;13;9;23;16
1450;11;11;25;15
1451;13;13;18;15
1452;11;11;25;12
1453;16;10;24;12
1454;18;13;28;14
1455;17;13;26;11
1456;19;12;19;11
1457;12;8;22;17
1458;12;12;19;17
1459;12;9;27;11
1460;18;7;18;12
1461;17;9;21;17
1462;17;9;27;12
1463;11;11;20;14
1464;11;9;21;11
1465;19;11;24;16
1466;17;7;19;13
1467;18;13;20;11
1468;14;8;26;17
1469;19;11;18;16
1470;14;9;26;15
1471;17;9;26;16
1472;11;13;18;11
1473;19;13;20;17
1474;16;8;25;15
1475;17;8;21;17
1476;17;10;20;13
1477;16;11;25;14
1478;18;9;19;11
1479;16;11;24;12
1480;12;11;24;16
1481;13;8;25;17
1482;17;13;23;16
1483;18;11;23;12
1484;19;8;20;12
1485;17;12;21;11
1486;18;7;25;16
1487;19;12;28;16
1488;16;10;19;15
1489;11;11;23;11
1490;14;13;26;12
1491;18;11;25;17
1492;14;7;27;14
1493;18;12;26;13
1494;16;11;25;17
1495;12;9;21;15
1496;13;13;23;15
1497;15;10;22;13
1498;15;10;24;14
1499;12;7;21;12
1500;19;8;21;11
1501;19;11;28;14
1502;19;13;20;13
1503;14;8;20;11
1504;16;10;28;14
1505;11;7;20;14
1506;16;10;22;14
1507;16;9;24;11
1508;15;8;25;17
1509;11;9;21;16
1510;19;11;18;16
1511;14;8;19;14
1512;16;8;24;14
1513;12;7;19;16
1514;14;9;27;17
1515;18;7;25;12
1516;18;12;27;14
1517;15;11;22;12
1518;17;9;22;16
1519;12;9;19;13
1520;13;8;28;12
1521;11;10;21;12
1522;15;11;18;17
1523;11;9;22;17
1524;14;13;24;11
1525;19;9;20;15
1526;17;10;24;15
1527;14;11;26;17
1528;12;7;19;11
1529;15;10;27;15
1530;18;12;25;11
1531;14;12;23;11
1532;12;10;19;14
1533;12;11;24;13
1534;14;9;23;16
1535;16;9;22;13
1536;19;9;27;13
1537;13;8;24;11
1538;13;10;25;13
1539;16;10;26;14
1540;17;13;20;15
1541;14;7;27;14
1542;15;11;19;11
1543;16;8;21;15
1544;16;9;27;14
1545;19;13;21;14
1546;19;10;26;11
1547;13;12;22;16
1548;14;8;28;11
1549;13;10;24;14
1550;11;8;19;16
1551;13;8;28;14
1552;17;11;24;16
1553;16;11;26;14
1554;16;13;24;16
1555;12;12;19;13
1556;17;8;28;11
1557;18;10;22;12
1558;18;12;26;13
1559;13;10;19;11
1560;18;9;27;13
1561;17;12;18;17
1562;14;9;25;12
1563;11;11;22;15
1564;13;8;28;16
1565;14;8;23;15
1566;12;10;23;15
1567;16;8;22;17
1568;13;8;22;15
1569;15;8;25;13
1570;13;12;19;17
1571;18;10;18;11
1572;15;10;23;14
1573;18;13;28;15
1574;19;8;27;15
1575;14;8;27;11
1576;15;9;23;11
1577;13;13;26;16
1578;12;12;26;12
1579;18;8;25;14
1580;15;7;22;15
1581;17;7;22;12
1582;17;7;25;13
1583;11;10;20;11
1584;17;8;22;13
1585;11;10;26;11
1586;13;7;27;12
1587;15;13;20;17
1588;13;12;18;13
1589;16;9;20;17
1590;16;11;18;13
1591;13;9;20;14
1592;16;7;18;11
1593;11;8;18;14
1594;18;8;22;15
1595;13;8;19;13
1596;19;12;26;12
1597;18;12;28;16
1598;18;8;24;17
1599;16;11;24;13
1600;15;8;19;14
1601;15;12;20;13
1602;12;7;25;17
1603;12;13;26;12
1604;18;13;23;17
1605;18;12;27;17
1606;18;10;23;15
1607;15;10;21;14
1608;14;9;20;14
1609;16;10;28;16
1610;16;9;27;17
1611;18;12;27;16
1612;11;13;26;16
1613;19;8;21;16
1614;15;9;21;16
1615;19;11;18;13
1616;13;11;25;14
1617;14;12;26;16
1618;19;7;28;11
1619;14;7;19;14
1620;17;11;19;14
1621;16;8;24;16
1622;17;11;27;14
1623;18;11;27;12
1624;11;8;27;13
1625;14;13;27;17
1626;14;7;28;13
1627;17;13;20;17
1628;14;8;27;15
1629;19;7;18;12
1630;14;9;20;14
1631;13;7;26;17
1632;11;10;23;12
1633;18;7;24;15
1634;19;7;26;16
1635;11;13;20;17
1636;18;7;20;14
1637;19;7;22;12
1638;18;13;19;15
1639;17;9;27;11
1640;17;9;27;11
1641;12;9;18;16
1642;17;7;26;13
1643;17;10;27;14
1644;16;8;19;16
1645;12;9;18;12
1646;16;12;22;16
1647;12;11;23;16
1648;17;11;23;15
1649;18;9;19;13
1650;17;8;25;16
1651;13;12;23;17
1652;17;7;20;12
1653;19;10;28;15
1654;11;12;25;17
1655;13;11;18;15
1656;15;13;28;15
1657;12;12;23;16
1658;18;9;28;11
1659;18;11;20;13
1660;13;10;26;15
1661;16;13;18;11
1662;16;9;18;15
1663;14;10;24;16
1664;13;10;23;14
1665;12;7;18;13
1666;15;12;22;17
1667;18;8;20;13
1668;17;10;26;15
1669;15;9;20;16
1670;17;11;21;11
1671;17;7;27;13
1672;14;11;23;13
1673;14;12;26;12
1674;17;7;18;12
1675;14;8;28;11
1676;14;12;20;13
1677;11;8;23;13
1678;12;8;19;11
1679;14;8;21;12
1680;19;9;19;14
1681;19;8;26;11
1682;12;10;19;15
1683;14;8;18;15
1684;19;13;20;12
1685;14;7;23;16
1686;13;13;26;11
1687;14;8;19;17
1688;13;9;18;16
1689;12;11;27;15
1690;14;10;27;11
1691;16;11;19;13
1692;18;10;28;11
1693;17;11;23;15
1694;14;9;28;16
1695;18;12;21;15
1696;19;10;25;16
1697;18;7;19;14
1698;15;7;22;14
1699;12;8;26;13
1700;16;7;25;11
1701;11;13;20;17
1702;19;9;26;14
1703;12;12;19;16
1704;11;8;28;15
1705;12;7;28;13
1706;17;13;26;11
1707;17;13;20;11
1708;16;12;20;16
1709;14;12;23;16
1710;16;7;19;13
1711;19;9;26;14
1712;11;9;27;14
1713;18;7;27;11
1714;15;12;19;12
1715;17;10;26;12
1716;13;7;27;15
1717;17;10;19;14
1718;11;11;26;11
1719;15;10;25;16
1720;15;12;21;14
1721;19;7;24;16
1722;12;12;28;11
1723;12;7;23;12
1724;15;9;20;15
1725;17;8;19;17
1726;15;10;22;11
1727;19;13;18;12
1728;18;8;24;15
1729;11;12;20;16
1730;17;12;28;12
1731;14;8;25;14
1732;11;7;20;15
1733;17;9;24;16
1734;19;7;20;11
1735;19;7;23;11
1736;13;9;25;11
1737;14;12;23;15
1738;18;13;22;12
1739;11;10;22;13
1740;17;13;22;13
1741;11;11;20;11
1742;15;12;22;14
1743;19;11;25;16
1744;14;8;22;17
1745;17;13;19;12
1746;19;7;27;13
1747;13;11;24;11
1748;19;10;20;15
1749;19;13;23;11
1750;12;8;24;17
1751;19;12;26;16
1752;19;11;18;12
1753;11;13;24;11
1754;11;10;20;13
1755;13;9;22;14
1756;14;11;22;12
1757;14;11;24;15
1758;14;7;25;13
1759;18;7;26;13
1760;13;9;18;11
1761;12;11;19;13
1762;17;12;20;16
1763;11;8;18;13
1764;17;13;24;13
1765;18;11;24;16
1766;16;11;22;13
1767;18;10;25;15
1768;12;7;23;11
1769;18;11;28;15
1770;19;8;28;12
1771;12;12;26;12
1772;17;12;18;16
1773;11;8;22;14
1774;17;7;24;12
1775;12;8;28;14
1776;15;8;26;13
1777;12;7;24;15
1778;17;10;23;12
1779;13;11;25;11
1780;14;9;23;16
1781;17;11;28;16
1782;18;11;26;11
1783;17;10;19;12
1784;17;10;22;16
1785;19;8;23;17
1786;17;13;22;11
1787;17;11;23;11
1788;17;10;28;13
1789;12;8;21;17
1790;14;9;26;12
1791;11;11;18;14
1792;16;12;25;11
1793;17;13;20;13
1794;12;10;18;13
1795;13;12;24;14
1796;11;7;18;15
1797;17;13;18;14
1798;15;13;22;15
1799;17;13;28;15
1800;14;7;28;15
1801;14;7;20;17
1802;17;9;25;17
1803;12;8;19;17
1804;19;11;22;12
1805;17;12;19;12
1806;17;7;18;14
1807;14;9;22;15
1808;19;10;22;16
1809;19;10;21;14
1810;18;10;24;15
1811;16;7;21;13
1812;16;8;19;13
1813;15;12;22;13
1814;19;8;28;15
1815;19;9;20;16
1816;15;9;27;14
1817;17;11;28;14
1818;17;11;22;16
1819;16;11;21;14
1820;13;7;23;17
1821;17;10;27;17
1822;19;13;21;16
1823;19;12;27;13
1824;13;10;28;13
1825;13;12;19;15
1826;12;12;18;13
1827;16;11;24;15
1828;19;9;19;16
1829;13;11;18;16
1830;15;9;25;11
1831;13;9;21;13
1832;11;10;25;13
1833;16;13;25;13
1834;12;11;23;16
1835;14;12;19;14
1836;17;8;26;12
1837;16;9;26;11
1838;14;8;20;16
1839;19;10;22;12
1840;18;7;22;12
1841;12;7;21;15
1842;13;12;24;11
1843;14;7;27;15
1844;16;12;20;17
1845;17;9;27;15
1846;15;7;24;16
1847;16;7;19;16
1848;17;13;25;17
1849;17;7;19;17
1850;14;12;23;16
1851;18;9;21;17
1852;19;10;27;12
1853;11;12;27;13
1854;16;9;24;12
1855;13;13;23;15
1856;12;12;26;12
1857;11;12;18;14
1858;12;12;21;11
1859;15;13;19;13
1860;15;12;20;15
1861;11;8;18;14
1862;11;8;26;12
1863;16;10;24;16
1864;12;11;19;13
1865;11;13;28;15
1866;14;8;18;16
1867;17;11;28;12
1868;11;8;22;17
1869;13;9;20;14
1870;14;12;22;14
1871;16;7;18;11
1872;16;8;20;12
1873;16;13;18;14
1874;18;12;27;15
1875;19;12;27;16
1876;18;13;23;15
1877;19;9;20;15
1878;16;13;26;16
1879;19;8;21;11
1880;14;8;19;12
1881;15;8;20;14
1882;13;7;18;12
1883;14;7;26;15
1884;18;13;28;15
1885;13;11;25;11
1886;12;9;19;11
1887;17;7;20;17
1888;16;11;22;15
1889;16;7;26;17
1890;11;11;18;15
1891;13;13;21;16
1892;16;9;25;17
1893;16;10;20;13
1894;16;10;28;12
1895;16;9;19;14
1896;19;10;26;16
1897;15;7;28;17
1898;17;10;18;17
1899;14;11;22;12
1900;18;12;18;15
1901;18;12;28;12
1902;15;11;25;16
1903;19;10;26;13
1904;14;11;19;17
1905;13;13;18;12
1906;19;11;23;12
1907;13;9;23;15
1908;17;11;26;11
1909;16;10;21;16
1910;19;8;20;11
1911;15;10;18;12
1912;11;13;25;17
1913;12;9;27;13
1914;18;13;25;13
1915;13;12;27;16
1916;14;9;26;11
1917;12;13;23;16
1918;15;13;21;12
1919;12;7;28;16
1920;13;12;19;12
1921;16;8;27;14
1922;11;8;20;14
1923;16;8;27;13
1924;12;9;24;13
1925;16;7;18;11
1926;12;8;20;15
1927;15;12;20;11
1928;12;7;18;16
1929;11;8;27;12
1930;14;10;28;13
1931;19;11;26;11
1932;15;7;26;12
1933;14;13;22;14
1934;18;10;18;11
1935;19;8;25;17
1936;19;12;24;13
1937;14;9;26;17
1938;13;11;26;17
1939;11;10;23;12
1940;15;7;28;12
1941;14;10;28;13
1942;17;10;21;16
1943;15;12;27;16
1944;16;11;24;15
1945;18;7;21;14
1946;17;8;24;13
1947;12;12;20;17
1948;11;10;24;17
1949;15;13;28;11
1950;18;8;25;16
1951;12;12;18;11
1952;12;13;25;11
1953;19;12;22;13
1954;14;11;20;14
1955;16;7;28;17
1956;18;11;25;11
1957;13;13;26;13
1958;12;9;19;11
1959;14;8;18;11
1960;15;11;18;14
1961;18;11;26;15
1962;12;12;19;17
1963;14;7;19;12
1964;11;9;20;15
1965;18;11;18;17
1966;12;8;25;11
1967;19;9;18;16
1968;18;10;24;16
1969;19;8;19;13
1970;13;12;26;13
1971;14;13;28;13
1972;12;9;19;17
1973;16;9;26;13
1974;19;11;26;12
1975;13;10;24;13
1976;12;7;22;14
1977;13;11;27;16
1978;19;13;27;14
1979;15;12;19;11
1980;14;12;26;14
1981;15;12;20;13
1982;11;11;18;15
1983;19;8;20;13
1984;18;13;21;12
1985;17;10;20;15
1986;11;12;19;16
1987;17;12;25;17
1988;11;9;19;17
1989;15;13;27;15
1990;16;9;24;15
1991;12;13;26;15
1992;13;12;21;15
1993;16;13;28;11
1994;16;9;26;13
1995;17;9;26;13
1996;12;8;27;16
1997;18;12;18;11
1998;15;7;20;16
1999;16;9;28;17
2000;19;11;25;11
2001;11;9;22;17
2002;15;8;20;14
2003;11;8;27;16
2004;14;7;25;14
2005;18;11;21;14
2006;17;10;24;15
2007;14;13;22;11
2008;17;13;27;11
2009;17;8;23;11
2010;17;8;18;14
2011;13;10;27;14
2012;13;9;19;12
2013;17;11;20;16
2014;13;10;20;14
2015;15;7;27;12
2016;19;7;23;11
2017;16;11;24;11
2018;11;12;27;16
2019;18;10;25;12
2020;13;11;24;11
2021;15;8;23;14
2022;11;12;23;14
2023;17;8;26;12
2024;11;11;27;16
2025;11;11;25;13
2026;18;10;21;17
2027;15;10;27;14
2028;13;10;21;12
2029;18;9;23;17
2030;19;13;21;11
2031;13;12;22;14
2032;17;8;18;15
2033;19;10;19;17
2034;14;11;21;11
2035;18;11;26;13
2036;16;10;21;14
2037;18;10;22;12
2038;14;7;22;15
2039;12;11;20;12
2040;13;10;21;15
2041;16;13;24;13
2042;18;12;24;16
2043;18;11;22;17
2044;13;9;22;14
2045;17;8;18;15
2046;12;10;18;14
2047;11;9;21;11
2048;15;7;23;14
2049;14;13;26;16
2050;17;13;25;15
2051;11;11;23;15
2052;18;8;21;14
2053;14;11;22;13
2054;14;7;20;14
2055;18;11;26;12
2056;14;11;26;11
2057;18;7;18;15
2058;15;12;21;16
2059;11;10;18;11
2060;13;10;22;13
2061;16;13;21;13
2062;16;10;21;16
2063;18;10;21;17
2064;19;12;25;14
2065;11;9;27;16
2066;16;9;21;14
2067;12;10;19;14
2068;14;9;20;17
2069;13;10;19;12
2070;19;8;24;12
2071;18;12;19;16
2072;16;9;25;11
2073;11;10;21;12
2074;18;11;27;12
2075;11;10;28;17
2076;18;11;25;12
2077;18;7;24;16
2078;16;13;21;15
2079;17;12;18;12
2080;11;13;19;15
2081;16;9;23;11
2082;13;9;21;15
2083;15;9;18;11
2084;15;7;23;13
2085;14;9;19;17
2086;16;8;22;11
2087;11;9;23;16
2088;13;9;18;17
2089;18;7;24;17
2090;13;9;18;14
2091;17;13;24;11
2092;13;9;22;11
2093;18;9;27;15
2094;17;9;21;17
2095;11;7;21;16
2096;15;13;20;11
2097;19;13;18;16
2098;16;9;24;11
2099;16;13;23;15
2100;11;13;24;11
2101;14;10;24;12
2102;14;9;21;15
2103;16;12;26;16
2104;13;8;23;12
2105;14;10;19;14
2106;13;7;20;14
2107;12;11;20;17
2108;13;8;26;12
2109;14;12;20;16
2110;11;13;25;11
2111;18;11;25;17
2112;12;10;26;17
2113;11;8;28;11
2114;13;12;23;16
2115;16;7;23;15
2116;15;9;19;17
2117;15;11;19;14
2118;19;12;28;15
2119;16;7;27;17
2120;13;13;21;12
2121;14;7;18;12
2122;19;11;24;11
2123;13;9;22;12
2124;15;7;24;17
2125;15;12;28;17
2126;14;10;18;12
2127;18;11;19;13
2128;17;13;22;17
2129;19;10;25;11
2130;12;12;19;14
2131;13;8;26;13
2132;14;13;23;17
2133;17;7;18;12
2134;15;8;24;15
2135;16;10;19;15
2136;14;11;21;16
2137;13;9;28;16
2138;19;7;20;17
2139;18;11;26;13
2140;16;10;24;13
2141;18;10;28;14
2142;19;12;28;17
2143;17;8;26;13
2144;18;9;18;12
2145;14;12;28;16
2146;16;8;27;14
2147;15;8;24;17
2148;15;12;18;11
2149;11;10;22;15
2150;12;11;24;11
2151;14;12;21;13
2152;19;8;26;14
2153;14;9;18;17
2154;13;9;18;16
2155;17;8;27;12
2156;15;12;24;14
2157;12;11;22;11
2158;11;12;20;13
2159;18;11;18;15
2160;13;12;18;11
2161;16;7;23;13
2162;16;11;26;17
2163;11;10;19;12
2164;14;7;24;15
2165;19;12;26;13
2166;15;10;21;14
2167;16;12;24;14
2168;12;7;23;16
2169;19;11;23;14
2170;19;13;22;13
2171;15;7;20;16
2172;15;7;26;15
2173;12;12;25;16
2174;11;7;28;13
2175;14;13;18;11
2176;17;7;22;17
2177;14;8;23;16
2178;12;12;21;16
2179;19;8;20;16
2180;11;10;18;11
2181;11;10;19;15
2182;17;8;25;12
2183;17;12;27;13
2184;14;12;21;11
2185;11;10;19;14
2186;15;9;19;17
2187;15;9;21;13
2188;12;10;19;11
2189;14;9;20;12
2190;19;12;22;15
2191;19;11;21;14
2192;19;8;18;16
2193;19;10;22;15
2194;17;10;27;14
2195;12;11;28;14
2196;16;7;27;11
2197;12;13;27;13
2198;18;7;25;12
2199;16;13;26;16
2200;19;11;21;17
2201;13;9;28;11
2202;13;12;22;13
2203;14;13;21;15
2204;16;11;23;14
2205;14;13;28;13
2206;17;9;21;12
2207;15;11;23;13
2208;17;9;26;12
2209;11;10;25;15
2210;16;8;23;17
2211;12;11;21;15
2212;13;8;27;13
2213;11;10;19;13
2214;11;11;25;13
2215;19;8;22;11
2216;19;11;20;17
2217;13;8;22;15
2218;15;13;18;14
2219;19;9;25;12
2220;15;12;18;17
2221;17;13;28;15
2222;14;8;27;11
2223;11;10;22;15
2224;14;13;20;11
2225;13;10;27;11
2226;18;9;21;15
2227;19;12;28;11
2228;19;11;23;12
2229;18;11;19;17
2230;12;12;28;17
2231;18;10;20;13
2232;17;13;28;11
2233;18;10;25;16
2234;16;9;28;11
2235;18;9;23;13
2236;14;13;19;15
2237;11;8;24;17
2238;14;13;22;13
2239;12;13;21;14
2240;16;10;27;13
2241;16;9;23;16
2242;17;13;19;16
2243;11;9;21;13
2244;18;13;20;13
2245;17;7;23;13
2246;11;9;26;16
2247;18;8;26;13
2248;12;12;21;16
2249;14;10;27;15
2250;18;8;19;13
2251;19;7;23;16
2252;15;10;24;11
2253;18;8;27;17
2254;14;13;19;17
2255;15;12;27;14
2256;11;9;21;15
2257;11;7;26;14
2258;14;10;28;13
2259;17;12;24;13
2260;14;9;22;17
2261;17;7;22;13
2262;14;12;25;15
2263;18;7;24;13
2264;14;11;28;15
2265;19;9;26;16
2266;12;9;18;14
2267;19;11;25;13
2268;16;13;25;17
2269;14;8;23;13
2270;12;13;18;15
2271;13;10;28;13
2272;12;12;23;13
2273;13;10;23;16
2274;11;7;20;14
2275;15;10;22;16
2276;19;10;24;13
2277;16;7;18;13
2278;16;8;27;13
2279;18;8;27;15
2280;15;11;25;12
2281;15;7;18;17
2282;12;12;18;16
2283;15;7;18;15
2284;15;11;26;12
2285;11;9;27;14
2286;19;9;19;14
2287;14;10;28;16
2288;19;11;22;17
2289;11;11;27;13
2290;16;7;26;13
2291;17;13;25;15
2292;14;8;22;13
2293;15;8;19;13
2294;16;11;19;12
2295;18;10;21;12
2296;19;7;25;12
2297;11;7;24;13
2298;15;7;27;15
2299;19;11;25;17
2300;18;10;26;15
2301;12;13;28;17
2302;12;8;21;14
2303;19;9;24;14
2304;19;13;20;16
2305;18;10;27;13
2306;18;8;23;13
2307;11;7;21;16
2308;11;8;18;17
2309;12;13;27;12
2310;19;13;23;11
2311;16;7;21;14
2312;19;10;20;15
2313;16;13;20;16
2314;15;12;19;15
2315;11;12;20;14
2316;18;12;20;17
2317;18;10;18;14
2318;16;8;21;17
2319;16;7;24;13
2320;14;9;21;15
2321;15;12;21;13
2322;19;8;25;12
2323;12;12;20;17
2324;19;9;20;17
2325;14;12;26;13
2326;12;8;23;14
2327;12;10;28;14
2328;12;12;18;15
2329;18;13;20;13
2330;15;9;24;12
2331;13;13;20;14
2332;11;7;27;11
2333;17;9;27;16
2334;19;10;19;15
2335;16;13;20;15
2336;13;12;24;13
2337;14;8;24;14
2338;15;10;27;12
2339;12;11;28;13
2340;14;12;26;14
2341;12;9;27;14
2342;12;10;23;14
2343;15;12;21;11
2344;13;13;21;14
2345;11;7;26;14
2346;11;10;19;14
2347;15;11;21;12
2348;14;9;25;11
2349;18;9;27;12
2350;18;12;19;11
2351;14;11;22;13
2352;17;7;26;14
2353;17;9;19;17
2354;13;8;20;12
2355;15;9;19;11
2356;16;11;24;13
2357;11;11;27;15
2358;12;9;19;13
2359;11;10;22;17
2360;15;12;22;14
2361;18;13;24;17
2362;17;12;19;16
2363;14;10;20;16
2364;16;9;20;17
2365;16;11;25;16
2366;15;9;24;15
2367;16;12;20;12
2368;16;13;24;17
2369;12;9;20;14
2370;11;9;19;13
2371;18;10;26;14
2372;12;9;19;12
2373;18;12;26;17
2374;18;10;23;13
2375;16;7;28;12
2376;19;7;28;15
2377;17;11;27;16
2378;14;9;20;11
2379;18;7;19;16
2380;16;9;25;11
2381;11;13;24;14
2382;11;8;22;13
2383;17;10;24;17
2384;18;8;20;11
2385;17;9;21;13
2386;11;11;21;11
2387;17;7;24;11
2388;19;12;26;11
2389;12;10;28;16
2390;13;7;21;12
2391;12;13;22;17
2392;18;9;28;15
2393;19;13;18;12
2394;11;10;26;13
2395;11;12;25;12
2396;19;12;24;15
2397;16;11;18;15
2398;12;13;22;11
2399;11;11;27;17
2400;16;11;19;13
2401;11;10;21;11
2402;12;12;19;17
2403;13;9;28;14
2404;18;7;23;12
2405;15;9;26;15
2406;19;8;28;11
2407;17;11;23;12
2408;13;10;25;15
2409;19;12;25;11
2410;19;11;27;15
2411;14;8;19;13
2412;15;8;23;17
2413;13;10;26;14
2414;14;9;18;14
2415;17;12;19;17
2416;11;10;28;16
2417;18;11;20;17
2418;18;9;28;17
2419;13;12;18;16
2420;12;8;18;12
2421;16;8;25;16
2422;16;8;26;11
2423;18;8;22;12
2424;16;11;21;14
2425;14;9;25;11
2426;15;7;28;12
2427;12;8;19;16
2428;15;7;18;14
2429;11;7;25;13
2430;15;13;26;16
2431;19;11;27;16
2432;19;13;28;12
2433;15;7;20;16
2434;17;9;18;13
2435;17;12;21;15
2436;15;8;28;16
2437;11;11;24;11
2438;13;8;24;13
2439;18;11;27;12
2440;13;11;19;12
2441;15;10;25;14
2442;14;11;26;17
2443;12;7;25;17
2444;18;9;22;14
2445;15;7;18;15
2446;17;10;26;11
2447;14;9;19;12
2448;19;12;21;16
2449;11;13;24;13
2450;15;9;21;16
2451;17;13;21;12
2452;16;10;23;17
2453;15;10;19;14
2454;13;12;28;17
2455;14;12;28;11
2456;12;10;18;15
2457;18;10;19;11
2458;16;9;27;14
2459;14;7;27;14
2460;14;8;18;17
2461;14;13;24;16
2462;19;11;20;17
2463;13;9;20;13
2464;14;12;20;16
2465;15;7;19;16
2466;13;12;28;12
2467;13;8;28;14
2468;16;10;19;15
2469;11;11;20;12
2470;13;8;23;17
2471;14;9;28;13
2472;13;12;26;11
2473;15;9;22;11
2474;13;13;23;17
2475;17;7;19;16
2476;14;13;20;12
2477;13;7;26;15
2478;17;9;25;13
2479;14;10;21;12
2480;18;12;24;12
2481;12;9;22;15
2482;16;7;24;11
2483;18;8;21;16
2484;14;13;26;12
2485;18;10;20;14
2486;14;12;19;12
2487;17;12;20;16
2488;13;11;25;13
2489;18;11;20;16
2490;19;8;23;14
2491;14;11;25;11
2492;19;9;26;15
2493;17;9;22;16
2494;15;10;24;11
2495;18;7;20;16
2496;13;9;27;17
2497;13;11;22;14
2498;12;8;21;13
2499;13;12;25;17
2500;19;12;28;16
2501;15;13;21;17
2502;19;8;26;12
2503;11;10;27;12
2504;16;11;22;13
2505;12;12;19;15
2506;18;12;27;13
2507;17;9;18;11
2508;17;7;22;12
2509;18;12;27;15
2510;18;12;18;13
2511;14;9;21;14
2512;19;11;23;17
2513;14;10;27;15
2514;13;13;26;15
2515;15;13;23;15
2516;17;13;19;16
2517;11;13;23;17
2518;14;8;20;16
2519;17;13;27;12
2520;16;9;27;13
2521;15;10;25;13
2522;13;10;20;15
2523;17;7;25;14
2524;18;9;25;15
2525;19;9;26;14
2526;13;9;26;16
2527;18;13;18;16
2528;14;8;22;13
2529;15;12;24;13
2530;13;11;25;14
2531;17;7;21;11
2532;17;10;28;15
2533;17;10;20;15
2534;13;9;23;12
2535;11;8;25;12
2536;19;10;27;16
2537;12;11;24;12
2538;19;8;23;11
2539;11;11;21;14
2540;14;13;24;17
2541;12;8;21;17
2542;14;7;25;15
2543;13;7;27;13
2544;18;13;21;14
2545;17;9;18;12
2546;19;9;26;13
2547;14;9;19;14
2548;19;13;20;13
2549;18;9;19;13
2550;17;11;24;17
2551;13;11;20;17
2552;11;12;26;12
2553;18;11;25;17
2554;11;12;19;11
2555;15;9;19;12
2556;19;13;27;16
2557;11;11;26;14
2558;15;9;18;17
2559;15;12;28;12
2560;17;9;24;13
2561;16;9;19;12
2562;13;11;20;13
2563;14;10;27;15
2564;15;11;20;16
2565;13;12;21;15
2566;11;13;18;12
2567;18;12;25;13
2568;18;8;26;13
2569;12;7;19;14
2570;14;10;26;13
2571;11;8;22;14
2572;11;8;22;12
2573;13;11;18;17
2574;11;7;27;11
2575;11;8;19;17
2576;16;9;20;13
2577;18;11;23;16
2578;11;10;22;12
2579;11;8;18;12
2580;15;13;18;14
2581;11;12;26;11
2582;11;12;28;16
2583;19;10;22;14
2584;19;11;23;12
2585;14;11;28;17
2586;11;9;19;15
2587;14;13;23;15
2588;18;7;23;13
2589;15;12;28;16
2590;15;12;20;14
2591;12;10;18;15
2592;18;8;28;12
2593;16;13;21;15
2594;13;9;25;11
2595;19;8;23;14
2596;14;7;23;11
2597;13;9;19;15
2598;19;10;28;13
2599;13;10;28;12
2600;11;11;25;15
2601;15;12;28;11
2602;14;8;24;16
2603;19;7;24;16
2604;12;11;26;12
2605;12;7;20;11
2606;18;13;24;14
2607;11;8;25;12
2608;13;11;27;11
2609;13;8;25;12
2610;17;9;21;16
2611;11;8;26;13
2612;19;8;26;14
2613;19;11;22;15
2614;19;12;26;15
2615;12;9;20;17
2616;14;11;20;14
2617;18;13;24;13
2618;17;10;23;12
2619;13;9;18;17
2620;16;10;27;15
2621;15;12;27;15
2622;19;12;22;17
2623;13;10;27;12
2624;15;9;25;12
2625;12;10;27;11
2626;17;7;25;14
